accelX, accelY, accelZ, magX, magY, magZ, pressure, altitude, timestamp
35.100002, -780.000000, 596.700012, -12.000000, 399.000000, -567.000000, 970.904541, 358.612183, 112538
35.100002, -795.600037, 596.700012, -12.000000, 393.000000, -570.000000, 970.846924, 359.108154, 112549
39.000000, -795.600037, 600.600037, -12.000000, 393.000000, -570.000000, 970.846924, 359.108154, 112560
19.500000, -787.800049, 588.900024, -12.000000, 393.000000, -570.000000, 970.951416, 358.208344, 112571
31.200001, -795.600037, 588.900024, -12.000000, 393.000000, -570.000000, 970.951416, 358.208344, 112582
27.300001, -799.500000, 600.600037, -12.000000, 393.000000, -570.000000, 970.951416, 358.208344, 112593
31.200001, -791.700012, 577.200012, -12.000000, 393.000000, -570.000000, 970.951416, 358.208344, 112604
19.500000, -795.600037, 596.700012, -12.000000, 393.000000, -570.000000, 970.951416, 358.208344, 112615
19.500000, -787.800049, 592.799988, -12.000000, 393.000000, -570.000000, 970.951416, 358.208344, 112626
19.500000, -791.700012, 608.400024, -4.500000, 396.000000, -558.000000, 970.829102, 358.851563, 112637
31.200001, -787.800049, 592.799988, -4.500000, 396.000000, -558.000000, 970.829102, 358.851563, 112648
27.300001, -783.900024, 577.200012, -4.500000, 396.000000, -558.000000, 970.829102, 358.851563, 112659
35.100002, -799.500000, 581.100037, -4.500000, 396.000000, -558.000000, 970.829102, 358.851563, 112670
31.200001, -791.700012, 596.700012, -4.500000, 396.000000, -558.000000, 970.829102, 358.851563, 112681
